user_id,total_material_completed,materials_per_day,total_study_time,tutorial_completion_rate,avg_submission_rating_journey,submission_success_rate,avg_tutorial_duration,study_time_per_material,cluster,learning_label,recommendation
3390,55.0,15.873134328358208,7.918992488165245,0.9895041621425986,1.6390977443609023,0.42105263157894735,1.4166666666666667,3.9311123659323175,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 49 menit 58 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
5774,21.0,19.990825688073393,7.3031700512368,0.9748858447488584,1.4,0.4,0.5666666666666667,4.272025739459553,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 70 menit 40 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
11836,30.0,15.557251908396946,8.461469042643875,0.9715770171149144,2.25,0.53125,0.3583333333333333,5.066385309200747,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 15–16 materi/hari — rata-rata 157 menit 36 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
17833,41.0,11.323886639676113,7.532623618788788,0.980068187778652,3.0779220779220777,0.6753246753246753,1.6,3.840238785303924,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 11–12 materi/hari — rata-rata 45 menit 32 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
32258,68.0,9.257611241217798,8.473659189392508,0.9853609288238263,2.3835616438356166,0.5684931506849316,6.033333333333333,4.26805068111044,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 9–10 materi/hari — rata-rata 70 menit 23 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
96989,27.0,18.72,6.762729506931879,0.9934832192896709,2.2586206896551726,0.5172413793103449,1.05,3.4965075614664802,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 18–19 materi/hari — rata-rata 32 menit 0 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
102556,51.0,11.436144578313254,9.046290859969677,0.9839825263924281,2.335526315789474,0.5131578947368421,23.233333333333334,5.120339304285981,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 166 menit 24 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
110119,20.0,6.829268292682927,7.236339342754344,0.973908111174135,2.5,0.7142857142857143,5.6,4.254193263163997,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 6–7 materi/hari — rata-rata 69 menit 24 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
113842,31.0,10.166666666666666,6.668228248417403,0.9898186446070634,2.371794871794872,0.5641025641025641,2.1,3.271651890374857,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 10–11 materi/hari — rata-rata 25 menit 21 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
153116,26.0,18.213483146067414,7.872073979866873,0.9877707896575821,1.6590909090909092,0.4090909090909091,0.11666666666666667,4.6234633790354165,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 100 menit 51 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
433737,40.0,23.737373737373737,8.480321716640333,0.9819252640129975,1.1791044776119404,0.29850746268656714,0.05,4.799502655448181,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 120 menit 27 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
494342,46.0,7.873595505617978,7.377133712833954,0.9735115431348724,1.793103448275862,0.4051724137931034,6.15,3.5762461791270304,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 34 menit 44 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
496740,49.0,17.754863813229573,8.582044163735853,0.983348581884721,2.8907563025210083,0.6386554621848739,0.725,4.699180820450331,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 17–18 materi/hari — rata-rata 108 menit 51 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
518124,45.0,10.628415300546449,7.701200180857446,0.9766392354658879,2.693548387096774,0.6290322580645161,4.8,3.914242762166459,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 10–11 materi/hari — rata-rata 49 menit 7 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
531259,82.0,15.681948424068768,8.96405612822033,0.9728324450799428,1.0340909090909092,0.2528409090909091,0.26666666666666666,4.567645594582341,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 95 menit 19 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
791882,35.0,23.65753424657534,8.335911094196945,0.9843093303446343,2.826923076923077,0.6153846153846154,0.05,4.788681510917635,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 23–24 materi/hari — rata-rata 119 menit 9 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
886996,44.0,18.952,7.803843303538772,0.9808831448572967,3.8,0.8,0.06666666666666667,4.037052449605297,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 19 materi/hari — rata-rata 55 menit 40 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
938276,19.0,6.1731601731601735,6.285998094508865,0.9877551020408163,2.3728813559322033,0.5423728813559322,129.925,3.374529134579994,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 28 menit 13 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
1202367,48.0,22.180487804878048,7.599401333415815,0.9865869131774515,0.4043478260869565,0.1,0.11666666666666667,3.751462940415704,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 41 menit 35 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
1319457,40.0,19.672043010752688,7.48324441607385,0.9851911685514271,3.0444444444444443,0.6444444444444445,1.0166666666666666,3.816062614282235,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 19–20 materi/hari — rata-rata 44 menit 25 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
1776122,32.0,19.9296875,7.783224016336037,0.985322518346852,1.0,0.28125,0.15,4.330322071516397,0,Reflective Learner,"Kamu termasuk Reflective Learner 🔍
Rata-rata waktu per materi: 74 menit 58 detik  — kamu mendalami konsep dengan baik.
Cobalah membuat ringkasan setelah materi dan gunakan teknik Pomodoro agar lebih efisien."
2131303,51.0,23.41850220264317,8.176110342237342,0.9828064337215752,2.3793103448275863,0.5172413793103449,0.08333333333333333,4.258251416994724,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 23–24 materi/hari — rata-rata 69 menit 41 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
2135328,47.0,12.61744966442953,7.385230923066573,0.9853249475890985,2.3625,0.5,6.358333333333333,3.5632197339851817,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 12–13 materi/hari — rata-rata 34 menit 17 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
2395575,36.0,14.80295566502463,7.473637108496206,0.9804241435562806,2.2549019607843137,0.5098039215686274,2.966666666666667,3.909798310406035,2,Consistent Learner,"Kamu termasuk Consistent Learner 🌱
Kamu biasanya menyelesaikan 14–15 materi/hari — rata-rata 48 menit 53 detik per materi.
Pola belajarmu stabil. Pertahankan ritme dan naikkan target sedikit demi sedikit.
"
